sku,name,description,price_inr,stock,image_url,category_id,brand_id,mfg_year,compatible_model_ids,is_active,mrp_inr,discount_pct,is_featured,manufacturer
334 NC,BLOCK KIT SPL/PASSION NC,,1119.86,6,,,,,,0,1985.00,,1,USHA
